Divipola,Departamento,Municipio,evViolArm,perViolArm,evDesp,perDesp,evAtaqCiv,perAtaqCiv,evDesas,perDesas,evUngrd,perUngrd,Afectacion
25871,CUNDINAMARCA,VILLAGÓMEZ,0,0,0,0,0,0,0,0,3,0,Bajo
25873,CUNDINAMARCA,VILLAPINZÓN,0,0,0,0,0,0,0,0,1,80,Bajo
25875,CUNDINAMARCA,VILLETA,0,0,0,0,0,0,0,0,8,100,Medio
25878,CUNDINAMARCA,VIOTÁ,0,0,0,0,0,0,0,0,5,116,Bajo
25885,CUNDINAMARCA,YACOPÍ,0,0,0,0,0,0,0,0,1,0,Bajo
25898,CUNDINAMARCA,ZIPACÓN,0,0,0,0,0,0,0,0,1,4,Bajo
25899,CUNDINAMARCA,ZIPAQUIRÁ,0,0,0,0,0,0,0,0,1,0,Bajo
27001,CHOCÓ,QUIBDÓ,2,4,3,410,24,69,3,13840,4,150,Alto
27006,CHOCÓ,ACANDÍ,2,1,0,0,4,4,1,2108,2,551,Bajo
27025,CHOCÓ,ALTO BAUDÓ,8,7,2,255,1,0,0,0,1,25,Alto
27050,CHOCÓ,ATRATO,0,0,0,0,0,0,1,2812,0,0,
27073,CHOCÓ,BAGADÓ,1,1,3,680,1,0,1,6400,0,0,Bajo
27075,CHOCÓ,BAHÍA SOLANO,2,3,0,0,2,1,0,0,1,16,Bajo
27077,CHOCÓ,BAJO BAUDÓ,3,2,1,99,1,5,0,0,1,3030,Bajo
27099,CHOCÓ,BOJAYÁ,3,1,0,0,5,3,1,3098,3,4435,Bajo
27135,CHOCÓ,EL CANTÓN DEL SAN PABLO,1,0,0,0,0,0,0,0,1,1011,Bajo
27150,CHOCÓ,CARMEN DEL DARIÉN,1,0,0,0,2,0,4,24171,3,4839,Bajo
27160,CHOCÓ,CÉRTEGUI,0,0,0,0,0,0,0,0,0,0,
27205,CHOCÓ,CONDOTO,0,0,0,0,1,1,0,0,2,600,Bajo
27245,CHOCÓ,EL CARMEN DE ATRATO,0,0,1,159,0,0,0,0,0,0,Bajo
27250,CHOCÓ,EL LITORAL DEL SAN JUAN,7,8,3,334,6,3,1,0,1,0,Alto
27361,CHOCÓ,ISTMINA,2,2,2,551,1,0,0,0,2,121,Bajo
27372,CHOCÓ,JURADÓ,1,2,0,0,0,0,1,0,0,0,Bajo
27413,CHOCÓ,LLORÓ,0,0,0,0,3,4,1,1500,3,2500,Bajo
27425,CHOCÓ,MEDIO ATRATO,4,7,1,191,4,3,3,7948,1,940,Bajo
27430,CHOCÓ,MEDIO BAUDÓ,3,0,1,2801,2,1,1,7630,5,3970,Bajo
27450,CHOCÓ,MEDIO SAN JUAN,3,0,7,922,7,66,0,0,2,104,Alto
27491,CHOCÓ,NÓVITA,2,0,1,0,3,2,0,0,1,0,Bajo
27495,CHOCÓ,NUQUÍ,1,2,0,0,0,0,0,0,0,0,Bajo
27580,CHOCÓ,RÍO IRÓ,0,0,0,0,0,0,0,0,0,0,
27600,CHOCÓ,RÍO QUITO,1,1,0,0,0,0,0,0,1,780,Bajo
27615,CHOCÓ,RIOSUCIO,2,0,1,650,3,1,1,4987,1,0,Bajo
27660,CHOCÓ,SAN JOSÉ DEL PALMAR,3,3,0,0,0,0,1,0,1,735,Bajo
27745,CHOCÓ,SIPÍ,3,4,2,215,3,0,0,0,1,250,Bajo
27787,CHOCÓ,TADÓ,0,0,0,0,0,0,2,0,4,17,Bajo
27800,CHOCÓ,UNGUÍA,1,0,0,0,0,0,0,0,2,600,Bajo
27810,CHOCÓ,UNIÓN PANAMERICANA,0,0,0,0,1,1,0,0,0,0,Bajo
41001,HUILA,NEIVA,0,0,0,0,2,2,0,0,3,96,Bajo
41006,HUILA,ACEVEDO,0,0,0,0,0,0,0,0,1,0,Bajo
41013,HUILA,AGRADO,0,0,0,0,0,0,0,0,1,270,Bajo
41016,HUILA,AIPE,0,0,0,0,0,0,0,0,4,110,Bajo
41020,HUILA,ALGECIRAS,0,0,0,0,0,0,0,0,11,40,Medio
41026,HUILA,ALTAMIRA,0,0,0,0,0,0,0,0,0,0,
41078,HUILA,BARAYA,0,0,0,0,0,0,0,0,5,40,Bajo
41132,HUILA,CAMPOALEGRE,0,0,0,0,1,2,0,0,4,5,Bajo
41206,HUILA,COLOMBIA,0,0,0,0,0,0,0,0,0,0,
41244,HUILA,ELÍAS,0,0,0,0,0,0,0,0,2,35,Bajo
41298,HUILA,GARZÓN,0,0,0,0,0,0,0,0,3,100,Bajo
41306,HUILA,GIGANTE,0,0,0,0,0,0,0,0,1,25,Bajo
41319,HUILA,GUADALUPE,0,0,0,0,0,0,0,0,2,48,Bajo
41349,HUILA,HOBO,0,0,0,0,0,0,0,0,3,0,Bajo
41357,HUILA,ÍQUIRA,0,0,0,0,0,0,0,0,5,28,Bajo
41359,HUILA,ISNOS,0,0,0,0,0,0,0,0,5,58,Bajo
41378,HUILA,LA ARGENTINA,0,0,0,0,0,0,0,0,5,3,Bajo
41396,HUILA,LA PLATA,0,0,0,0,1,1,1,0,12,84,Medio
41483,HUILA,NÁTAGA,0,0,0,0,0,0,0,0,5,13,Bajo
41503,HUILA,OPORAPA,0,0,0,0,0,0,0,0,4,145,Bajo
41518,HUILA,PAICOL,0,0,0,0,0,0,0,0,3,10,Bajo
41524,HUILA,PALERMO,0,0,0,0,0,0,0,0,7,4,Medio
41530,HUILA,PALESTINA,0,0,0,0,0,0,0,0,2,0,Bajo
41548,HUILA,PITAL,0,0,0,0,0,0,0,0,5,17,Bajo
41551,HUILA,PITALITO,0,0,0,0,3,3,0,0,8,279,Medio
41615,HUILA,RIVERA,0,0,0,0,0,0,0,0,2,0,Bajo
41660,HUILA,SALADOBLANCO,0,0,0,0,0,0,0,0,4,450,Bajo
41668,HUILA,SAN AGUSTÍN,0,0,0,0,0,0,0,0,6,256,Bajo
41676,HUILA,SANTA MARÍA,0,0,0,0,0,0,0,0,8,298,Medio
41770,HUILA,SUAZA,0,0,0,0,0,0,0,0,4,6,Bajo
41791,HUILA,TARQUI,0,0,0,0,0,0,0,0,0,0,
41797,HUILA,TESALIA,0,0,0,0,0,0,0,0,1,4,Bajo
41799,HUILA,TELLO,0,0,0,0,0,0,0,0,8,5,Medio
41801,HUILA,TERUEL,0,0,0,0,0,0,0,0,2,4,Bajo
41807,HUILA,TIMANÁ,0,0,0,0,0,0,0,0,2,130,Bajo
41872,HUILA,VILLAVIEJA,0,0,0,0,0,0,0,0,0,0,
41885,HUILA,YAGUARÁ,0,0,0,0,0,0,0,0,2,4,Bajo
44001,LA GUAJIRA,RIOHACHA,0,0,0,0,2,5,0,0,5,14,Bajo
44035,LA GUAJIRA,ALBANIA,0,0,0,0,1,1,0,0,1,0,Bajo
44078,LA GUAJIRA,BARRANCAS,0,0,0,0,0,0,0,0,1,0,Bajo
44090,LA GUAJIRA,DIBULLA,0,0,0,0,1,2,0,0,0,0,Bajo
44098,LA GUAJIRA,DISTRACCIÓN,1,0,0,0,0,0,0,0,0,0,Bajo
44110,LA GUAJIRA,EL MOLINO,0,0,0,0,0,0,0,0,0,0,
44279,LA GUAJIRA,FONSECA,0,0,0,0,0,0,0,0,6,1151,Bajo
44378,LA GUAJIRA,HATONUEVO,0,0,0,0,0,0,0,0,0,0,
44420,LA GUAJIRA,LA JAGUA DEL PILAR,0,0,0,0,0,0,0,0,0,0,
44430,LA GUAJIRA,MAICAO,2,2,0,0,2,6,0,0,1,371,Bajo
44560,LA GUAJIRA,MANAURE,0,0,0,0,2,6,0,0,1,264,Bajo
44650,LA GUAJIRA,SAN JUAN DEL CESAR,0,0,0,0,0,0,0,0,0,0,
44847,LA GUAJIRA,URIBIA,0,0,0,0,1,3,0,0,0,0,Bajo
44855,LA GUAJIRA,URUMITA,0,0,0,0,0,0,0,0,0,0,
44874,LA GUAJIRA,VILLANUEVA,0,0,0,0,0,0,0,0,0,0,
47001,MAGDALENA,SANTA MARTA,1,1,0,0,7,9,0,0,8,155,Medio
47030,MAGDALENA,ALGARROBO,0,0,0,0,0,0,0,0,2,0,Bajo
47053,MAGDALENA,ARACATACA,0,0,0,0,1,1,0,0,3,20,Bajo
47058,MAGDALENA,ARIGUANÍ,0,0,0,0,0,0,1,0,1,540,Bajo
47161,MAGDALENA,CERRO DE SAN ANTONIO,0,0,0,0,0,0,0,0,0,0,
47170,MAGDALENA,CHIVOLO,0,0,0,0,0,0,0,0,1,0,Bajo
47189,MAGDALENA,CIÉNAGA,1,0,1,1012,1,0,0,0,11,0,Medio
47205,MAGDALENA,CONCORDIA,0,0,0,0,0,0,0,0,1,80,Bajo
47245,MAGDALENA,EL BANCO,0,0,0,0,1,1,0,0,1,186,Bajo
47258,MAGDALENA,EL PIÑÓN,0,0,0,0,1,2,0,0,1,0,Bajo
47268,MAGDALENA,EL RETÉN,0,0,0,0,0,0,0,0,1,45,Bajo
47288,MAGDALENA,FUNDACIÓN,0,0,0,0,2,2,0,0,2,75,Bajo
47318,MAGDALENA,GUAMAL,0,0,0,0,0,0,0,0,0,0,
47460,MAGDALENA,NUEVA GRANADA,0,0,0,0,0,0,0,0,1,80,Bajo
47541,MAGDALENA,PEDRAZA,0,0,0,0,0,0,0,0,0,0,
47545,MAGDALENA,PIJIÑO DEL CARMEN,0,0,0,0,0,0,0,0,0,0,
47551,MAGDALENA,PIVIJAY,0,0,0,0,1,1,0,0,0,0,Bajo
47555,MAGDALENA,PLATO,0,0,0,0,1,2,0,0,0,0,Bajo
47570,MAGDALENA,PUEBLOVIEJO,0,0,0,0,0,0,0,0,1,37,Bajo
47605,MAGDALENA,REMOLINO,0,0,0,0,0,0,0,0,0,0,
47660,MAGDALENA,SABANAS DE SAN ÁNGEL,0,0,0,0,0,0,0,0,0,0,
47675,MAGDALENA,SALAMINA,0,0,0,0,1,0,0,0,1,4,Bajo
47692,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,0,0,0,0,0,0,0,0,0,0,
47703,MAGDALENA,SAN ZENÓN,0,0,0,0,0,0,0,0,0,0,
47707,MAGDALENA,SANTA ANA,0,0,0,0,0,0,0,0,0,0,
47720,MAGDALENA,SANTA BÁRBARA DE PINTO,0,0,0,0,0,0,0,0,1,150,Bajo
47745,MAGDALENA,SITIONUEVO,0,0,0,0,1,3,0,0,5,1,Bajo
47798,MAGDALENA,TENERIFE,0,0,0,0,0,0,0,0,1,40,Bajo
47960,MAGDALENA,ZAPAYÁN,0,0,0,0,0,0,0,0,0,0,
47980,MAGDALENA,ZONA BANANERA,1,2,0,0,2,14,0,0,3,13500,Bajo
50001,META,VILLAVICENCIO,2,0,0,0,11,15,7,1821,42,2981,Medio
50006,META,ACACÍAS,0,0,0,0,2,2,2,0,7,20,Medio
50110,META,BARRANCA DE UPÍA,0,0,0,0,0,0,0,0,1,3,Bajo
50124,META,CABUYARO,0,0,0,0,1,1,2,718,7,747,Medio
50150,META,CASTILLA LA NUEVA,0,0,0,0,3,5,1,60,2,57,Bajo
50223,META,CUBARRAL,0,0,0,0,0,0,0,0,1,0,Bajo
50226,META,CUMARAL,0,0,0,0,1,1,0,0,4,152,Bajo
50245,META,EL CALVARIO,0,0,0,0,0,0,1,1957,1,0,Bajo
50251,META,EL CASTILLO,0,0,1,2,1,2,1,1600,6,110,Bajo
50270,META,EL DORADO,0,0,0,0,0,0,2,210,3,104,Bajo
50287,META,FUENTE DE ORO,0,0,0,0,0,0,1,1592,6,24,Bajo
50313,META,GRANADA,1,6,0,0,9,7,1,575,14,3,Medio
50318,META,GUAMAL,0,0,0,0,0,0,2,150,4,356,Bajo
50325,META,MAPIRIPÁN,1,0,0,0,1,2,0,0,4,225,Bajo
50330,META,MESETAS,0,0,0,0,1,1,2,24,6,7,Bajo
50350,META,LA MACARENA,2,0,0,0,3,61,1,1136,14,8,Medio
50370,META,URIBE,2,0,0,0,4,7,0,0,1,1,Bajo
50400,META,LEJANÍAS,0,0,1,12,3,4,1,108,2,108,Bajo
50450,META,PUERTO CONCORDIA,0,0,0,0,2,2,1,2700,4,0,Bajo
50568,META,PUERTO GAITÁN,0,0,0,0,7,281,1,48,15,40,Medio
50573,META,PUERTO LÓPEZ,0,0,0,0,0,0,2,1028,24,113,Medio
50577,META,PUERTO LLERAS,0,0,0,0,1,30,1,0,10,4,Medio
50590,META,PUERTO RICO,0,0,0,0,1,25,1,2040,9,0,Medio
50606,META,RESTREPO,0,0,0,0,1,1,0,0,4,0,Bajo
50680,META,SAN CARLOS DE GUAROA,0,0,0,0,0,0,0,0,3,0,Bajo
50683,META,SAN JUAN DE ARAMA,0,0,0,0,1,1,1,200,12,25,Medio
50686,META,SAN JUANITO,0,0,0,0,0,0,0,0,0,0,
50689,META,SAN MARTÍN,0,0,0,0,5,5,1,27,8,200,Medio
50711,META,VISTAHERMOSA,1,2,0,0,5,5,1,630,8,12,Medio
52001,NARIÑO,PASTO,0,0,0,0,3,3,1,600,0,0,Bajo
52019,NARIÑO,ALBÁN,0,0,0,0,0,0,0,0,0,0,
52022,NARIÑO,ALDANA,0,0,0,0,1,0,0,0,0,0,Bajo
52036,NARIÑO,ANCUYA,0,0,0,0,0,0,2,0,5,1710,Bajo
52051,NARIÑO,ARBOLEDA,0,0,0,0,0,0,0,0,1,35,Bajo
52079,NARIÑO,BARBACOAS,2,5,2,433,3,9,0,0,1,0,Bajo
52083,NARIÑO,BELÉN,0,0,0,0,0,0,0,0,0,0,
52110,NARIÑO,BUESACO,0,0,0,0,0,0,0,0,3,29,Bajo
52203,NARIÑO,COLÓN,0,0,0,0,0,0,0,0,1,4,Bajo
52207,NARIÑO,CONSACÁ,0,0,0,0,0,0,1,0,1,15,Bajo
52210,NARIÑO,CONTADERO,0,0,0,0,0,0,0,0,0,0,
52215,NARIÑO,CÓRDOBA,0,0,0,0,1,1,0,0,0,0,Bajo
52224,NARIÑO,CUASPUD CARLOSAMA,0,0,0,0,0,0,0,0,0,0,
52227,NARIÑO,CUMBAL,0,0,0,0,1,1,0,0,0,0,Bajo
52233,NARIÑO,CUMBITARA,0,0,0,0,0,0,0,0,1,0,Bajo
52240,NARIÑO,CHACHAGÜÍ,0,0,0,0,0,0,0,0,0,0,
52250,NARIÑO,EL CHARCO,2,0,2,1018,4,18,0,0,0,0,Bajo
52254,NARIÑO,EL PEÑOL,0,0,0,0,0,0,0,0,1,0,Bajo
52256,NARIÑO,EL ROSARIO,1,0,1,30,6,2004,0,0,0,0,Bajo
52258,NARIÑO,EL TABLÓN DE GÓMEZ,0,0,0,0,0,0,0,0,0,0,
52260,NARIÑO,EL TAMBO,0,0,0,0,1,1,0,0,3,343,Bajo
52287,NARIÑO,FUNES,0,0,0,0,0,0,0,0,0,0,
52317,NARIÑO,GUACHUCAL,0,0,0,0,0,0,0,0,0,0,
52320,NARIÑO,GUAITARILLA,0,0,0,0,0,0,0,0,0,0,
52323,NARIÑO,GUALMATÁN,0,0,0,0,0,0,0,0,0,0,
52352,NARIÑO,ILES,0,0,0,0,0,0,0,0,0,0,
52354,NARIÑO,IMUÉS,0,0,0,0,0,0,0,0,0,0,
52356,NARIÑO,IPIALES,1,0,0,0,1,1,0,0,0,0,Bajo
52378,NARIÑO,LA CRUZ,0,0,0,0,0,0,0,0,0,0,
52381,NARIÑO,LA FLORIDA,0,0,0,0,0,0,1,0,0,0,
52385,NARIÑO,LA LLANADA,0,0,0,0,0,0,0,0,0,0,
52390,NARIÑO,LA TOLA,1,0,1,227,1,0,0,0,0,0,Bajo
52399,NARIÑO,LA UNIÓN,0,0,0,0,0,0,0,0,0,0,
52405,NARIÑO,LEIVA,0,0,0,0,2,3,0,0,1,78,Bajo
52411,NARIÑO,LINARES,0,0,0,0,0,0,0,0,1,724,Bajo
52418,NARIÑO,LOS ANDES,1,0,0,0,1,1,0,0,1,88,Bajo
52427,NARIÑO,MAGÜÍ,1,0,5,2763,5,5,0,0,0,0,Alto
52435,NARIÑO,MALLAMA,0,0,0,0,0,0,1,0,2,246,Bajo
52473,NARIÑO,MOSQUERA,1,0,1,309,0,0,0,0,0,0,Bajo
52480,NARIÑO,NARIÑO,0,0,0,0,0,0,0,0,0,0,
52490,NARIÑO,OLAYA HERRERA,4,3,2,3574,2,3,0,0,0,0,Bajo
52506,NARIÑO,OSPINA,0,0,0,0,0,0,0,0,0,0,
52520,NARIÑO,FRANCISCO PIZARRO,0,0,0,0,0,0,0,0,0,0,
52540,NARIÑO,POLICARPA,4,1,0,0,6,8,0,0,1,4,Bajo
52560,NARIÑO,POTOSÍ,0,0,0,0,0,0,0,0,0,0,
52565,NARIÑO,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,
52573,NARIÑO,PUERRES,0,0,0,0,0,0,0,0,0,0,
52585,NARIÑO,PUPIALES,0,0,0,0,0,0,0,0,1,0,Bajo
52612,NARIÑO,RICAURTE,4,10,0,0,4,11,0,0,0,0,Bajo
52621,NARIÑO,ROBERTO PAYÁN,5,0,11,6075,2,1,0,0,0,0,Alto
52678,NARIÑO,SAMANIEGO,0,0,0,0,5,5,0,0,0,0,Bajo
52683,NARIÑO,SANDONÁ,0,0,0,0,0,0,0,0,0,0,
52685,NARIÑO,SAN BERNARDO,0,0,0,0,0,0,1,0,2,4,Bajo
52687,NARIÑO,SAN LORENZO,0,0,0,0,0,0,0,0,0,0,
52693,NARIÑO,SAN PABLO,1,0,0,0,1,0,1,0,1,2500,Bajo
52694,NARIÑO,SAN PEDRO DE CARTAGO,0,0,0,0,0,0,0,0,0,0,
52696,NARIÑO,SANTA BÁRBARA,2,0,2,416,4,4,0,0,2,180,Bajo
52699,NARIÑO,SANTACRUZ,0,0,0,0,0,0,0,0,0,0,
52720,NARIÑO,SAPUYES,0,0,0,0,0,0,0,0,0,0,
52786,NARIÑO,TAMINANGO,0,0,0,0,1,1,1,0,0,0,Bajo
52788,NARIÑO,TANGUA,0,0,0,0,0,0,0,0,1,4,Bajo
52835,NARIÑO,SAN ANDRÉS DE TUMACO,10,1,6,2648,26,846,1,0,3,14,Alto
52838,NARIÑO,TÚQUERRES,0,0,0,0,1,1,0,0,3,0,Bajo
52885,NARIÑO,YACUANQUER,0,0,0,0,0,0,0,0,1,36,Bajo
54001,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,10,5,1,110,35,43,1,0,4,305,Alto
54003,NORTE DE SANTANDER,ÁBREGO,3,1,0,0,3,5,0,0,5,1,Bajo
54051,NORTE DE SANTANDER,ARBOLEDAS,0,0,0,0,0,0,0,0,11,14,Medio
54099,NORTE DE SANTANDER,BOCHALEMA,0,0,0,0,0,0,0,0,6,10,Bajo
54109,NORTE DE SANTANDER,BUCARASICA,0,0,0,0,1,0,0,0,11,4,Medio
54125,NORTE DE SANTANDER,CÁCOTA,0,0,0,0,0,0,0,0,2,0,Bajo
54128,NORTE DE SANTANDER,CÁCHIRA,0,0,0,0,0,0,0,0,7,4,Medio
54172,NORTE DE SANTANDER,CHINÁCOTA,0,0,0,0,0,0,0,0,6,24,Bajo
54174,NORTE DE SANTANDER,CHITAGÁ,0,0,0,0,0,0,0,0,7,13,Medio
54206,NORTE DE SANTANDER,CONVENCIÓN,5,4,2,369,2,1,1,390,1,4,Bajo
54223,NORTE DE SANTANDER,CUCUTILLA,1,1,0,0,0,0,0,0,5,100,Bajo
54239,NORTE DE SANTANDER,DURANIA,0,0,0,0,0,0,0,0,4,0,Bajo
54245,NORTE DE SANTANDER,EL CARMEN,1,0,0,0,2,2,1,925,4,4,Bajo
54250,NORTE DE SANTANDER,EL TARRA,14,543,2,368,4,5,1,60,2,10,Alto
54261,NORTE DE SANTANDER,EL ZULIA,4,1,0,0,7,4,0,0,6,70,Bajo
54313,NORTE DE SANTANDER,GRAMALOTE,0,0,0,0,0,0,0,0,5,16,Bajo
54344,NORTE DE SANTANDER,HACARÍ,3,2,0,0,0,0,0,0,3,4,Bajo
54347,NORTE DE SANTANDER,HERRÁN,0,0,0,0,0,0,0,0,2,0,Bajo
54377,NORTE DE SANTANDER,LABATECA,0,0,0,0,0,0,0,0,3,8,Bajo
54385,NORTE DE SANTANDER,LA ESPERANZA,0,0,0,0,0,0,0,0,4,60,Bajo
54398,NORTE DE SANTANDER,LA PLAYA,1,5,0,0,2,4,0,0,3,4,Bajo
54405,NORTE DE SANTANDER,LOS PATIOS,0,0,0,0,1,0,0,0,0,0,Bajo
54418,NORTE DE SANTANDER,LOURDES,0,0,0,0,0,0,0,0,2,4,Bajo
54480,NORTE DE SANTANDER,MUTISCUA,0,0,0,0,0,0,0,0,2,0,Bajo
54498,NORTE DE SANTANDER,OCAÑA,7,4,0,0,5,6,1,0,13,25,Medio
54518,NORTE DE SANTANDER,PAMPLONA,1,1,0,0,0,0,2,0,7,88,Medio
54520,NORTE DE SANTANDER,PAMPLONITA,0,0,0,0,1,1,0,0,5,15,Bajo
54553,NORTE DE SANTANDER,PUERTO SANTANDER,0,0,0,0,2,1,0,0,1,0,Bajo
54599,NORTE DE SANTANDER,RAGONVALIA,0,0,0,0,0,0,0,0,2,0,Bajo
54660,NORTE DE SANTANDER,SALAZAR,0,0,0,0,0,0,0,0,7,9,Medio
54670,NORTE DE SANTANDER,SAN CALIXTO,7,3,0,0,1,0,0,0,2,4,Bajo
54673,NORTE DE SANTANDER,SAN CAYETANO,0,0,0,0,0,0,0,0,3,0,Bajo
54680,NORTE DE SANTANDER,SANTIAGO,0,0,0,0,0,0,0,0,0,0,
54720,NORTE DE SANTANDER,SARDINATA,1,0,0,0,3,3,2,0,3,19,Bajo
54743,NORTE DE SANTANDER,SILOS,0,0,0,0,0,0,0,0,3,0,Bajo
54800,NORTE DE SANTANDER,TEORAMA,12,7,4,1100,2,6,1,750,2,0,Alto
54810,NORTE DE SANTANDER,TIBÚ,25,8,2,141,24,26,1,110,6,668,Alto
54820,NORTE DE SANTANDER,TOLEDO,0,0,1,92,2,5,0,0,6,29,Bajo
54871,NORTE DE SANTANDER,VILLA CARO,0,0,0,0,0,0,0,0,3,0,Bajo
54874,NORTE DE SANTANDER,VILLA DEL ROSARIO,3,2,0,0,7,6,0,0,0,0,Bajo
63001,QUINDÍO,ARMENIA,0,0,0,0,3,3,0,0,3,110,Bajo
63111,QUINDÍO,BUENAVISTA,0,0,0,0,0,0,0,0,0,0,
63130,QUINDÍO,CALARCÁ,0,0,0,0,0,0,0,0,2,40,Bajo
63190,QUINDÍO,CIRCASIA,0,0,0,0,0,0,0,0,0,0,
63212,QUINDÍO,CÓRDOBA,0,0,0,0,0,0,0,0,1,10,Bajo
63272,QUINDÍO,FILANDIA,0,0,0,0,0,0,0,0,0,0,
63302,QUINDÍO,GÉNOVA,0,0,0,0,0,0,0,0,1,4,Bajo
63401,QUINDÍO,LA TEBAIDA,0,0,0,0,0,0,0,0,5,159,Bajo
63470,QUINDÍO,MONTENEGRO,0,0,0,0,0,0,0,0,1,164,Bajo
63548,QUINDÍO,PIJAO,0,0,0,0,0,0,0,0,5,52,Bajo
63594,QUINDÍO,QUIMBAYA,0,0,0,0,1,0,0,0,2,19,Bajo
63690,QUINDÍO,SALENTO,0,0,0,0,0,0,0,0,2,2,Bajo
66001,RISARALDA,PEREIRA,0,0,0,0,2,2,1,0,15,1167,Medio
66045,RISARALDA,APÍA,0,0,0,0,0,0,0,0,5,31,Bajo
66075,RISARALDA,BALBOA,0,0,0,0,0,0,0,0,5,76,Bajo
66088,RISARALDA,BELÉN DE UMBRÍA,0,0,0,0,0,0,0,0,13,113,Medio
66170,RISARALDA,DOSQUEBRADAS,0,0,0,0,0,0,0,0,8,112,Medio
66318,RISARALDA,GUÁTICA,0,0,0,0,0,0,0,0,1,5,Bajo
66383,RISARALDA,LA CELIA,0,0,0,0,0,0,0,0,7,21,Medio
66400,RISARALDA,LA VIRGINIA,0,0,0,0,0,0,0,0,1,395,Bajo
66440,RISARALDA,MARSELLA,0,0,0,0,0,0,0,0,3,0,Bajo
66456,RISARALDA,MISTRATÓ,0,0,0,0,0,0,0,0,2,19,Bajo
66572,RISARALDA,PUEBLO RICO,1,0,4,3919,0,0,0,0,5,1888,Bajo
66594,RISARALDA,QUINCHÍA,0,0,0,0,0,0,0,0,6,24,Bajo
