Divipola,Departamento,Municipio,evViolArm,perViolArm,evDesp,perDesp,evAtaqCiv,perAtaqCiv,evDesas,perDesas,evUngrd,perUngrd,Afectacion
66682,RISARALDA,SANTA ROSA DE CABAL,0,0,0,0,0,0,0,0,10,584,Medio
66687,RISARALDA,SANTUARIO,0,0,0,0,0,0,0,0,3,0,Bajo
68001,SANTANDER,BUCARAMANGA,0,0,0,0,4,4,0,0,6,763,Bajo
68013,SANTANDER,AGUADA,0,0,0,0,0,0,0,0,0,0,
68020,SANTANDER,ALBANIA,0,0,0,0,0,0,0,0,0,0,
68051,SANTANDER,ARATOCA,0,0,0,0,0,0,0,0,2,0,Bajo
68077,SANTANDER,BARBOSA,0,0,0,0,0,0,0,0,1,0,Bajo
68079,SANTANDER,BARICHARA,0,0,0,0,0,0,0,0,2,0,Bajo
68081,SANTANDER,BARRANCABERMEJA,1,1,0,0,2,1,0,0,3,0,Bajo
68092,SANTANDER,BETULIA,0,0,0,0,0,0,0,0,0,0,
68101,SANTANDER,BOLÍVAR,1,1,0,0,0,0,0,0,4,78,Bajo
68121,SANTANDER,CABRERA,0,0,0,0,0,0,0,0,0,0,
68132,SANTANDER,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,
68147,SANTANDER,CAPITANEJO,0,0,0,0,0,0,0,0,0,0,
68152,SANTANDER,CARCASÍ,0,0,0,0,0,0,0,0,0,0,
68160,SANTANDER,CEPITÁ,0,0,0,0,0,0,0,0,0,0,
68162,SANTANDER,CERRITO,1,0,0,0,0,0,0,0,0,0,Bajo
68167,SANTANDER,CHARALÁ,0,0,0,0,0,0,0,0,2,0,Bajo
68169,SANTANDER,CHARTA,0,0,0,0,0,0,0,0,2,23,Bajo
68176,SANTANDER,CHIMA,0,0,0,0,0,0,0,0,0,0,
68179,SANTANDER,CHIPATÁ,0,0,0,0,0,0,0,0,0,0,
68190,SANTANDER,CIMITARRA,0,0,0,0,0,0,0,0,3,20,Bajo
68207,SANTANDER,CONCEPCIÓN,0,0,0,0,0,0,0,0,2,0,Bajo
68209,SANTANDER,CONFINES,0,0,0,0,0,0,0,0,0,0,
68211,SANTANDER,CONTRATACIÓN,0,0,0,0,0,0,0,0,0,0,
68217,SANTANDER,COROMORO,0,0,0,0,0,0,0,0,2,24,Bajo
68229,SANTANDER,CURITÍ,0,0,0,0,0,0,0,0,1,0,Bajo
68235,SANTANDER,EL CARMEN DE CHUCURI,0,0,0,0,0,0,0,0,3,202,Bajo
68245,SANTANDER,EL GUACAMAYO,0,0,0,0,0,0,0,0,0,0,
68250,SANTANDER,EL PEÑÓN,0,0,0,0,0,0,0,0,0,0,
68255,SANTANDER,EL PLAYÓN,0,0,0,0,0,0,0,0,1,0,Bajo
68264,SANTANDER,ENCINO,0,0,0,0,0,0,0,0,5,360,Bajo
68266,SANTANDER,ENCISO,0,0,0,0,0,0,0,0,1,0,Bajo
68271,SANTANDER,FLORIÁN,0,0,0,0,0,0,0,0,0,0,
68276,SANTANDER,FLORIDABLANCA,0,0,0,0,1,1,0,0,1,4,Bajo
68296,SANTANDER,GALÁN,0,0,0,0,0,0,0,0,1,0,Bajo
68298,SANTANDER,GÁMBITA,0,0,0,0,0,0,0,0,0,0,
68307,SANTANDER,GIRÓN,0,0,0,0,0,0,0,0,1,0,Bajo
68318,SANTANDER,GUACA,0,0,0,0,0,0,0,0,1,0,Bajo
68320,SANTANDER,GUADALUPE,0,0,0,0,0,0,0,0,0,0,
68322,SANTANDER,GUAPOTÁ,0,0,0,0,0,0,0,0,0,0,
68324,SANTANDER,GUAVATÁ,0,0,0,0,0,0,0,0,0,0,
68327,SANTANDER,GÜEPSA,0,0,0,0,0,0,0,0,0,0,
68344,SANTANDER,HATO,0,0,0,0,0,0,0,0,1,0,Bajo
68368,SANTANDER,JESÚS MARÍA,0,0,0,0,0,0,0,0,1,0,Bajo
68370,SANTANDER,JORDÁN,0,0,0,0,0,0,0,0,0,0,
68377,SANTANDER,LA BELLEZA,0,0,0,0,0,0,0,0,1,0,Bajo
68385,SANTANDER,LANDÁZURI,0,0,0,0,0,0,0,0,0,0,
68397,SANTANDER,LA PAZ,0,0,0,0,0,0,0,0,0,0,
68406,SANTANDER,LEBRIJA,0,0,0,0,0,0,0,0,2,194,Bajo
68418,SANTANDER,LOS SANTOS,0,0,0,0,0,0,0,0,4,0,Bajo
68425,SANTANDER,MACARAVITA,0,0,0,0,0,0,0,0,0,0,
68432,SANTANDER,MÁLAGA,0,0,0,0,0,0,0,0,0,0,
68444,SANTANDER,MATANZA,0,0,0,0,0,0,0,0,0,0,
68464,SANTANDER,MOGOTES,0,0,0,0,0,0,0,0,2,0,Bajo
68468,SANTANDER,MOLAGAVITA,0,0,0,0,0,0,0,0,0,0,
68498,SANTANDER,OCAMONTE,0,0,0,0,0,0,0,0,2,0,Bajo
68500,SANTANDER,OIBA,0,0,0,0,0,0,0,0,1,0,Bajo
68502,SANTANDER,ONZAGA,0,0,0,0,0,0,0,0,2,0,Bajo
68522,SANTANDER,PALMAR,0,0,0,0,0,0,0,0,1,0,Bajo
68524,SANTANDER,PALMAS DEL SOCORRO,0,0,0,0,0,0,0,0,0,0,
68533,SANTANDER,PÁRAMO,0,0,0,0,0,0,0,0,2,0,Bajo
68547,SANTANDER,PIEDECUESTA,0,0,0,0,0,0,0,0,4,5,Bajo
68549,SANTANDER,PINCHOTE,0,0,0,0,0,0,0,0,0,0,
68572,SANTANDER,PUENTE NACIONAL,0,0,0,0,0,0,0,0,0,0,
68573,SANTANDER,PUERTO PARRA,0,0,0,0,0,0,0,0,2,0,Bajo
68575,SANTANDER,PUERTO WILCHES,0,0,0,0,3,5,0,0,1,0,Bajo
68615,SANTANDER,RIONEGRO,0,0,0,0,0,0,0,0,3,400,Bajo
68655,SANTANDER,SABANA DE TORRES,0,0,0,0,1,2,0,0,2,0,Bajo
68669,SANTANDER,SAN ANDRÉS,0,0,0,0,0,0,0,0,5,304,Bajo
68673,SANTANDER,SAN BENITO,0,0,0,0,0,0,0,0,0,0,
68679,SANTANDER,SAN GIL,0,0,0,0,1,8,0,0,0,0,Bajo
68682,SANTANDER,SAN JOAQUÍN,0,0,0,0,0,0,0,0,0,0,
68684,SANTANDER,SAN JOSÉ DE MIRANDA,0,0,0,0,0,0,0,0,1,0,Bajo
68686,SANTANDER,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0,
68689,SANTANDER,SAN VICENTE DE CHUCURÍ,0,0,0,0,0,0,0,0,1,0,Bajo
68705,SANTANDER,SANTA BÁRBARA,0,0,0,0,0,0,0,0,3,6,Bajo
68720,SANTANDER,SANTA HELENA DEL OPÓN,0,0,0,0,0,0,0,0,2,0,Bajo
68745,SANTANDER,SIMACOTA,0,0,0,0,0,0,0,0,2,25,Bajo
68755,SANTANDER,SOCORRO,0,0,0,0,0,0,0,0,0,0,
68770,SANTANDER,SUAITA,0,0,0,0,0,0,0,0,1,0,Bajo
68773,SANTANDER,SUCRE,0,0,0,0,0,0,0,0,0,0,
68780,SANTANDER,SURATÁ,0,0,0,0,0,0,0,0,1,0,Bajo
68820,SANTANDER,TONA,0,0,0,0,0,0,0,0,2,44,Bajo
68855,SANTANDER,VALLE DE SAN JOSÉ,0,0,0,0,0,0,0,0,1,0,Bajo
68861,SANTANDER,VÉLEZ,0,0,0,0,0,0,0,0,1,32,Bajo
68867,SANTANDER,VETAS,0,0,0,0,0,0,0,0,0,0,
68872,SANTANDER,VILLANUEVA,0,0,0,0,0,0,0,0,0,0,
68895,SANTANDER,ZAPATOCA,0,0,0,0,0,0,0,0,3,0,Bajo
70001,SUCRE,SINCELEJO,0,0,0,0,1,0,0,0,1,12,Bajo
70110,SUCRE,BUENAVISTA,0,0,0,0,0,0,0,0,0,0,
70124,SUCRE,CAIMITO,0,0,0,0,0,0,1,8244,1,0,Bajo
70204,SUCRE,COLOSÓ,0,0,0,0,0,0,0,0,0,0,
70215,SUCRE,COROZAL,0,0,0,0,0,0,0,0,0,0,
70221,SUCRE,COVEÑAS,0,0,0,0,0,0,0,0,1,32,Bajo
70230,SUCRE,CHALÁN,0,0,0,0,0,0,0,0,0,0,
70233,SUCRE,EL ROBLE,0,0,0,0,0,0,0,0,0,0,
70235,SUCRE,GALERAS,0,0,0,0,0,0,0,0,0,0,
70265,SUCRE,GUARANDA,0,0,0,0,0,0,1,10312,4,2335,Bajo
70400,SUCRE,LA UNIÓN,0,0,0,0,0,0,0,0,0,0,
70418,SUCRE,LOS PALMITOS,0,0,0,0,0,0,0,0,0,0,
70429,SUCRE,MAJAGUAL,0,0,0,0,0,0,1,29728,1,3781,Bajo
70473,SUCRE,MORROA,0,0,0,0,0,0,0,0,0,0,
70508,SUCRE,OVEJAS,0,0,0,0,0,0,0,0,1,320,Bajo
70523,SUCRE,PALMITO,0,0,0,0,0,0,0,0,0,0,
70670,SUCRE,SAMPUÉS,0,0,0,0,0,0,0,0,0,0,
70678,SUCRE,SAN BENITO ABAD,0,0,0,0,0,0,1,26052,1,7599,Bajo
70702,SUCRE,SAN JUAN DE BETULIA,0,0,0,0,0,0,0,0,0,0,
70708,SUCRE,SAN MARCOS,0,0,0,0,0,0,1,4144,0,0,
70713,SUCRE,SAN ONOFRE,0,0,0,0,0,0,0,0,0,0,
70717,SUCRE,SAN PEDRO,0,0,0,0,0,0,0,0,0,0,
70742,SUCRE,SAN LUIS DE SINCÉ,0,0,0,0,0,0,0,0,0,0,
70771,SUCRE,SUCRE,0,0,0,0,0,0,1,39975,1,9527,Bajo
70820,SUCRE,SANTIAGO DE TOLÚ,0,0,0,0,0,0,0,0,0,0,
70823,SUCRE,SAN JOSÉ DE TOLUVIEJO,0,0,0,0,0,0,0,0,0,0,
73001,TOLIMA,IBAGUÉ,0,0,0,0,4,4,0,0,5,17,Bajo
73024,TOLIMA,ALPUJARRA,0,0,0,0,0,0,0,0,0,0,
73026,TOLIMA,ALVARADO,0,0,0,0,0,0,0,0,3,4,Bajo
73030,TOLIMA,AMBALEMA,0,0,0,0,0,0,0,0,2,240,Bajo
73043,TOLIMA,ANZOÁTEGUI,0,0,0,0,0,0,0,0,1,3,Bajo
73055,TOLIMA,ARMERO,0,0,0,0,0,0,0,0,2,118,Bajo
73067,TOLIMA,ATACO,0,0,0,0,0,0,0,0,5,35,Bajo
73124,TOLIMA,CAJAMARCA,0,0,0,0,0,0,0,0,0,0,
73148,TOLIMA,CARMEN DE APICALÁ,0,0,0,0,0,0,0,0,6,40,Bajo
73152,TOLIMA,CASABIANCA,0,0,0,0,0,0,0,0,5,33,Bajo
73168,TOLIMA,CHAPARRAL,0,0,0,0,3,6,0,0,5,36,Bajo
73200,TOLIMA,COELLO,0,0,0,0,0,0,0,0,3,1,Bajo
73217,TOLIMA,COYAIMA,0,0,0,0,0,0,0,0,0,0,
73226,TOLIMA,CUNDAY,0,0,0,0,0,0,0,0,0,0,
73236,TOLIMA,DOLORES,0,0,0,0,0,0,0,0,0,0,
73268,TOLIMA,ESPINAL,0,0,0,0,0,0,0,0,2,620,Bajo
73270,TOLIMA,FALAN,0,0,0,0,0,0,0,0,0,0,
73275,TOLIMA,FLANDES,0,0,0,0,0,0,0,0,2,152,Bajo
73283,TOLIMA,FRESNO,0,0,0,0,1,1,0,0,6,128,Bajo
73319,TOLIMA,GUAMO,0,0,0,0,2,5,0,0,3,905,Bajo
73347,TOLIMA,HERVEO,0,0,0,0,0,0,0,0,9,2,Medio
73349,TOLIMA,HONDA,0,0,0,0,0,0,0,0,1,0,Bajo
73352,TOLIMA,ICONONZO,0,0,0,0,0,0,0,0,1,12,Bajo
73408,TOLIMA,LÉRIDA,0,0,0,0,0,0,0,0,4,17,Bajo
73411,TOLIMA,LÍBANO,0,0,0,0,0,0,0,0,7,10,Medio
73443,TOLIMA,SAN SEBASTIÁN DE MARIQUITA,0,0,0,0,0,0,0,0,0,0,
73449,TOLIMA,MELGAR,0,0,0,0,0,0,0,0,1,35,Bajo
73461,TOLIMA,MURILLO,0,0,0,0,0,0,0,0,0,0,
73483,TOLIMA,NATAGAIMA,0,0,0,0,0,0,0,0,0,0,
73504,TOLIMA,ORTEGA,0,0,0,0,0,0,0,0,15,1590,Medio
73520,TOLIMA,PALOCABILDO,0,0,0,0,0,0,0,0,2,2,Bajo
73547,TOLIMA,PIEDRAS,0,0,0,0,0,0,0,0,1,0,Bajo
73555,TOLIMA,PLANADAS,0,0,0,0,0,0,0,0,0,0,
73563,TOLIMA,PRADO,0,0,0,0,0,0,0,0,1,0,Bajo
73585,TOLIMA,PURIFICACIÓN,0,0,0,0,0,0,0,0,0,0,
73616,TOLIMA,RIOBLANCO,0,0,0,0,1,0,0,0,8,8,Medio
73622,TOLIMA,RONCESVALLES,0,0,0,0,0,0,1,0,1,3,Bajo
73624,TOLIMA,ROVIRA,0,0,0,0,0,0,0,0,0,0,
73671,TOLIMA,SALDAÑA,0,0,0,0,0,0,0,0,1,15,Bajo
73675,TOLIMA,SAN ANTONIO,0,0,0,0,0,0,0,0,3,29,Bajo
73678,TOLIMA,SAN LUIS,0,0,0,0,1,1,0,0,2,4,Bajo
73686,TOLIMA,SANTA ISABEL,0,0,0,0,0,0,0,0,0,0,
73770,TOLIMA,SUÁREZ,0,0,0,0,0,0,0,0,2,0,Bajo
73854,TOLIMA,VALLE DE SAN JUAN,0,0,0,0,0,0,0,0,0,0,
73861,TOLIMA,VENADILLO,0,0,0,0,0,0,0,0,7,47,Medio
73870,TOLIMA,VILLAHERMOSA,0,0,0,0,0,0,1,1324,3,1340,Bajo
73873,TOLIMA,VILLARRICA,0,0,0,0,0,0,0,0,4,215,Bajo
76001,VALLE DEL CAUCA,CALI,4,17,0,0,39,131,3,20,9,102,Alto
76020,VALLE DEL CAUCA,ALCALÁ,0,0,0,0,1,1,0,0,0,0,Bajo
76036,VALLE DEL CAUCA,ANDALUCÍA,1,0,0,0,2,2,0,0,4,88,Bajo
76041,VALLE DEL CAUCA,ANSERMANUEVO,1,0,0,0,3,3,0,0,0,0,Bajo
76054,VALLE DEL CAUCA,ARGELIA,0,0,0,0,0,0,0,0,0,0,
76100,VALLE DEL CAUCA,BOLÍVAR,0,0,0,0,1,1,0,0,0,0,Bajo
76109,VALLE DEL CAUCA,BUENAVENTURA,22,1518,12,4590,88,260,2,200000,2,0,Alto
76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,0,0,0,0,4,7,0,0,0,0,Bajo
76113,VALLE DEL CAUCA,BUGALAGRANDE,2,1,0,0,2,3,1,1000,0,0,Bajo
76122,VALLE DEL CAUCA,CAICEDONIA,0,0,0,0,0,0,0,0,0,0,
76126,VALLE DEL CAUCA,CALIMA,0,0,0,0,0,0,0,0,2,16,Bajo
76130,VALLE DEL CAUCA,CANDELARIA,0,0,0,0,1,1,0,0,0,0,Bajo
76147,VALLE DEL CAUCA,CARTAGO,0,0,0,0,3,9,1,10000,2,6766,Bajo
76233,VALLE DEL CAUCA,DAGUA,3,3,0,0,4,7,0,0,1,70,Bajo
76243,VALLE DEL CAUCA,EL ÁGUILA,0,0,0,0,3,6,1,2000,0,0,Bajo
76246,VALLE DEL CAUCA,EL CAIRO,0,0,0,0,0,0,0,0,1,8,Bajo
76248,VALLE DEL CAUCA,EL CERRITO,0,0,0,0,3,5,0,0,0,0,Bajo
76250,VALLE DEL CAUCA,EL DOVIO,0,0,0,0,1,4000,0,0,0,0,Bajo
76275,VALLE DEL CAUCA,FLORIDA,0,0,0,0,3,2,3,2297,4,1230,Bajo
76306,VALLE DEL CAUCA,GINEBRA,0,0,0,0,0,0,1,3200,1,0,Bajo
76318,VALLE DEL CAUCA,GUACARÍ,1,2,0,0,2,2,1,0,0,0,Bajo
76364,VALLE DEL CAUCA,JAMUNDÍ,3,3,0,0,5,7,2,0,6,258,Bajo
76377,VALLE DEL CAUCA,LA CUMBRE,0,0,0,0,0,0,0,0,0,0,
76400,VALLE DEL CAUCA,LA UNIÓN,0,0,0,0,3,17,0,0,0,0,Bajo
76403,VALLE DEL CAUCA,LA VICTORIA,0,0,0,0,0,0,0,0,0,0,
76497,VALLE DEL CAUCA,OBANDO,0,0,0,0,3,7,0,0,4,111,Bajo
76520,VALLE DEL CAUCA,PALMIRA,0,0,0,0,4,4,2,70,2,154,Bajo
76563,VALLE DEL CAUCA,PRADERA,1,2,0,0,0,0,0,0,1,0,Bajo
76606,VALLE DEL CAUCA,RESTREPO,0,0,0,0,3,4,0,0,0,0,Bajo
76616,VALLE DEL CAUCA,RIOFRÍO,0,0,0,0,1,1,0,0,0,0,Bajo
76622,VALLE DEL CAUCA,ROLDANILLO,0,0,0,0,0,0,0,0,0,0,
76670,VALLE DEL CAUCA,SAN PEDRO,0,0,0,0,2,2,0,0,0,0,Bajo
76736,VALLE DEL CAUCA,SEVILLA,0,0,0,0,1,2,1,0,1,0,Bajo
76823,VALLE DEL CAUCA,TORO,0,0,0,0,1,1,0,0,2,185,Bajo
76828,VALLE DEL CAUCA,TRUJILLO,0,0,0,0,0,0,2,128,0,0,
76834,VALLE DEL CAUCA,TULUÁ,2,1,0,0,17,40,1,0,3,98,Bajo
76845,VALLE DEL CAUCA,ULLOA,0,0,0,0,0,0,0,0,0,0,
76863,VALLE DEL CAUCA,VERSALLES,0,0,0,0,0,0,0,0,1,0,Bajo
76869,VALLE DEL CAUCA,VIJES,0,0,0,0,0,0,0,0,0,0,
76890,VALLE DEL CAUCA,YOTOCO,0,0,0,0,0,0,0,0,2,65,Bajo
76892,VALLE DEL CAUCA,YUMBO,0,0,0,0,2,5,1,0,3,36,Bajo
76895,VALLE DEL CAUCA,ZARZAL,0,0,0,0,0,0,0,0,0,0,
81001,ARAUCA,ARAUCA,3,1,6,869,30,405,0,0,13,642,Alto
81065,ARAUCA,ARAUQUITA,3,0,1,431,35,44,0,0,0,0,Alto
81220,ARAUCA,CRAVO NORTE,0,0,0,0,1,1,0,0,3,60,Bajo
81300,ARAUCA,FORTUL,6,2,1,232,14,18,0,0,0,0,Alto
81591,ARAUCA,PUERTO RONDÓN,7,41,0,0,0,0,0,0,0,0,Bajo
81736,ARAUCA,SARAVENA,1,0,1,1122,64,82,0,0,0,0,Alto
81794,ARAUCA,TAME,13,1740,1,1737,46,78,0,0,1,0,Alto
85001,CASANARE,YOPAL,0,0,0,0,3,3,0,0,9,0,Medio
85010,CASANARE,AGUAZUL,0,0,0,0,2,2,1,0,33,50,Medio
85015,CASANARE,CHÁMEZA,0,0,0,0,0,0,0,0,4,12,Bajo
85125,CASANARE,HATO COROZAL,0,0,0,0,0,0,0,0,5,36,Bajo
85136,CASANARE,LA SALINA,0,0,0,0,0,0,0,0,1,0,Bajo
85139,CASANARE,MANÍ,0,0,0,0,1,1,0,0,14,654,Medio
85162,CASANARE,MONTERREY,0,0,0,0,0,0,0,0,7,136,Medio
85225,CASANARE,NUNCHÍA,0,0,0,0,0,0,1,0,8,7,Medio
85230,CASANARE,OROCUÉ,0,0,0,0,0,0,0,0,19,4,Medio
85250,CASANARE,PAZ DE ARIPORO,2,0,0,0,0,0,0,0,16,84,Medio
85263,CASANARE,PORE,0,0,0,0,0,0,0,0,22,265,Medio
85279,CASANARE,RECETOR,0,0,0,0,0,0,0,0,0,0,
85300,CASANARE,SABANALARGA,0,0,0,0,1,1,0,0,2,0,Bajo
85315,CASANARE,SÁCAMA,0,0,0,0,1,1,0,0,0,0,Bajo
85325,CASANARE,SAN LUIS DE PALENQUE,0,0,0,0,0,0,0,0,10,66,Medio
85400,CASANARE,TÁMARA,0,0,0,0,0,0,0,0,2,0,Bajo
85410,CASANARE,TAURAMENA,1,1,0,0,1,1,0,0,1,0,Bajo
85430,CASANARE,TRINIDAD,0,0,0,0,0,0,0,0,8,0,Medio
85440,CASANARE,VILLANUEVA,0,0,0,0,1,2,0,0,2,12,Bajo
86001,PUTUMAYO,MOCOA,0,0,0,0,3,4,0,0,2,13,Bajo
86219,PUTUMAYO,COLÓN,0,0,0,0,0,0,0,0,1,700,Bajo
86320,PUTUMAYO,ORITO,0,0,0,0,1,0,0,0,0,0,Bajo
86568,PUTUMAYO,PUERTO ASÍS,3,6,2,208,5,6,0,0,2,1452,Bajo
86569,PUTUMAYO,PUERTO CAICEDO,0,0,0,0,5,6,0,0,0,0,Bajo
86571,PUTUMAYO,PUERTO GUZMÁN,2,2,1,60,11,28,0,0,1,0,Bajo
86573,PUTUMAYO,PUERTO LEGUÍZAMO,0,0,4,170,15,32,0,0,7,8,Alto
86749,PUTUMAYO,SIBUNDOY,0,0,0,0,0,0,0,0,4,78,Bajo
86755,PUTUMAYO,SAN FRANCISCO,0,0,0,0,0,0,0,0,3,1550,Bajo
86757,PUTUMAYO,SAN MIGUEL,0,0,0,0,6,14,0,0,1,0,Bajo
86760,PUTUMAYO,SANTIAGO,0,0,0,0,0,0,0,0,1,682,Bajo
86865,PUTUMAYO,VALLE DEL GUAMUEZ,0,0,0,0,1,1,0,0,2,677,Bajo
86885,PUTUMAYO,VILLAGARZÓN,0,0,0,0,2,1,0,0,0,0,Bajo
88001,ARCHIPIÉLAGO DE SAN ANDRÉS. PROVIDENCIA Y SANTA CATALINA,SAN ANDRÉS,0,0,0,0,1,1,0,0,2,140,Bajo
88564,ARCHIPIÉLAGO DE SAN ANDRÉS. PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,0,0,0,0,0,0,0,0,1,0,Bajo
91001,AMAZONAS,LETICIA,1,0,0,0,11,14,4,16993,2,0,Bajo
91263,AMAZONAS,EL ENCANTO,0,0,0,0,1,1,0,0,0,0,Bajo
91405,AMAZONAS,LA CHORRERA,0,0,0,0,0,0,0,0,0,0,
91407,AMAZONAS,LA PEDRERA,0,0,0,0,1,1,0,0,0,0,Bajo
91430,AMAZONAS,LA VICTORIA,0,0,0,0,0,0,0,0,0,0,
91460,AMAZONAS,MIRITÍ - PARANÁ,1,4,1,9,3,238,1,124,0,0,Bajo
91530,AMAZONAS,PUERTO ALEGRÍA,0,0,0,0,3,5,0,0,0,0,Bajo
91536,AMAZONAS,PUERTO ARICA,1,509,1,6,1,1,0,0,0,0,Bajo
91540,AMAZONAS,PUERTO NARIÑO,0,0,0,0,0,0,0,0,0,0,
91669,AMAZONAS,PUERTO SANTANDER,0,0,0,0,1,2,0,0,0,0,Bajo
91798,AMAZONAS,TARAPACÁ,0,0,0,0,2,5,0,0,0,0,Bajo
94001,GUAINÍA,INÍRIDA,0,0,0,0,0,0,0,0,0,0,
94343,GUAINÍA,BARRANCOMINAS,0,0,0,0,0,0,0,0,0,0,
94883,GUAINÍA,SAN FELIPE,0,0,0,0,0,0,0,0,0,0,
94884,GUAINÍA,PUERTO COLOMBIA,0,0,0,0,0,0,0,0,0,0,
94885,GUAINÍA,LA GUADALUPE,0,0,0,0,0,0,0,0,0,0,
94886,GUAINÍA,CACAHUAL,0,0,0,0,0,0,0,0,0,0,
94887,GUAINÍA,PANA PANA,0,0,0,0,0,0,0,0,0,0,
94888,GUAINÍA,MORICHAL,0,0,0,0,0,0,0,0,0,0,
95001,GUAVIARE,SAN JOSÉ DEL GUAVIARE,3,10,1,15,18,16,6,10787,12,2,Medio
95015,GUAVIARE,CALAMAR,1,0,0,0,4,5,1,0,3,0,Bajo
95025,GUAVIARE,EL RETORNO,0,0,0,0,3,66,0,0,0,0,Bajo
95200,GUAVIARE,MIRAFLORES,0,0,0,0,1,1,0,0,1,0,Bajo
97001,VAUPÉS,MITÚ,0,0,0,0,0,0,0,0,6,687,Bajo
97161,VAUPÉS,CARURÚ,0,0,0,0,0,0,0,0,0,0,
97511,VAUPÉS,PACOA,0,0,0,0,0,0,0,0,0,0,
97666,VAUPÉS,TARAIRA,0,0,0,0,0,0,0,0,0,0,
97777,VAUPÉS,PAPUNAHUA,0,0,0,0,0,0,0,0,0,0,
97889,VAUPÉS,YAVARATÉ,0,0,0,0,0,0,0,0,0,0,
99001,VICHADA,PUERTO CARREÑO,2,0,1,1890,12,11,0,0,18,1029,Medio
99524,VICHADA,LA PRIMAVERA,0,0,0,0,0,0,0,0,2,0,Bajo
99624,VICHADA,SANTA ROSALÍA,0,0,0,0,0,0,1,361,1,0,Bajo
99773,VICHADA,CUMARIBO,0,0,0,0,2,2,0,0,4,0,Bajo
